0,28,Input Definition,(SYSTEM),,0,5,Tray #1,0,BIRBeam #1,1,FIRBeam #1,2,RightFIRBeam #1,3,FeederFault #1,4
0,28,Input Definition,(SYSTEM),,0,1,FeederReport #1,5,,,,,,,,
0,27,Output Definition,(SYSTEM),,0,5,HouseLight #1,0,TrayLight #1,1,Feeder #1,2,Sound_On #1,3,White_Noise_Off #1,4
0,27,Output Definition,(SYSTEM),,0,4,Sound #1,5,Sound #2,6,Sound #3,7,Feeder #2,8,,
0,16,Variable Event,_Schedule_Timer,,0,1,Value,0,,,,,,,,
0,16,Variable Event,_Trial_Counter,,0,1,Value,0,,,,,,,,
0,16,Variable Event,_Trial_Timer,,0,1,Value,0,,,,,,,,
0,16,Variable Event,A1Sound1,,0,1,Value,0,,,,,,,,
0,16,Variable Event,A2Sound2,,0,1,Value,1,,,,,,,,
0,16,Variable Event,A3Sound3,,0,1,Value,0,,,,,,,,
0,16,Variable Event,Accuracy,,0,1,Value,0,,,,,,,,
0,16,Variable Event,AccuracySub,,0,1,Value,0,,,,,,,,
0,16,Variable Event,Click_Time,,0,1,Value,200,,,,,,,,
0,16,Variable Event,CMPulse,,0,1,Value,280,,,,,,,,
0,16,Variable Event,Correct_Response_Counter,,0,1,Value,0,,,,,,,,
0,16,Variable Event,Correct1,,0,1,Value,0,,,,,,,,
0,16,Variable Event,Correct2,,0,1,Value,0,,,,,,,,
0,16,Variable Event,Correct3,,0,1,Value,0,,,,,,,,
0,16,Variable Event,Correct4,,0,1,Value,0,,,,,,,,
0,16,Variable Event,Correct5,,0,1,Value,0,,,,,,,,
0,16,Variable Event,Delay,,0,1,Value,5,,,,,,,,
0,16,Variable Event,Delay_Timer,,0,1,Value,0,,,,,,,,
0,16,Variable Event,Houselight_Normally_On,,0,1,Value,0,,,,,,,,
0,16,Variable Event,Incorrect_Response_Counter,,0,1,Value,0,,,,,,,,
0,16,Variable Event,Incorrect_to_1,,0,1,Value,0,,,,,,,,
0,16,Variable Event,Incorrect_to_2,,0,1,Value,0,,,,,,,,
0,16,Variable Event,Incorrect_to_3,,0,1,Value,0,,,,,,,,
0,16,Variable Event,Incorrect_to_4,,0,1,Value,0,,,,,,,,
0,16,Variable Event,Incorrect_to_5,,0,1,Value,0,,,,,,,,
0,16,Variable Event,Incorrect_to_7,,0,1,Value,0,,,,,,,,
0,16,Variable Event,Incorrect_to_9,,0,1,Value,0,,,,,,,,
0,16,Variable Event,Initiate_Click_On,,0,1,Value,0,,,,,,,,
0,16,Variable Event,ITI,,0,1,Value,5,,,,,,,,
0,16,Variable Event,ITI_Incorr,,0,1,Value,5,,,,,,,,
0,16,Variable Event,ITI_Timer,,0,1,Value,0,,,,,,,,
0,16,Variable Event,Limited_Hold_Timer,,0,1,Value,0,,,,,,,,
0,16,Variable Event,Limited_Hold_Value,,0,1,Value,5,,,,,,,,
0,16,Variable Event,Location,,0,1,Value,0,,,,,,,,
0,16,Variable Event,Missed_1,,0,1,Value,0,,,,,,,,
0,16,Variable Event,Missed_2,,0,1,Value,0,,,,,,,,
0,16,Variable Event,Missed_3,,0,1,Value,0,,,,,,,,
0,16,Variable Event,Missed_4,,0,1,Value,0,,,,,,,,
0,16,Variable Event,Missed_5,,0,1,Value,0,,,,,,,,
0,16,Variable Event,Omission_Counter,,0,1,Value,0,,,,,,,,
0,16,Variable Event,OmissionPercent,,0,1,Value,0,,,,,,,,
