Name,Value
Schedule,PROGRESSIVE RATIO
Environment,Chamber2 [2]
Date/Time,27/07/2018 10:06:20
Database,Julia
SessionId,917
Index,6
Version,N/A
MachineName,KMBD-03541-W
SGuid,
Animal ID,2
Application_Version,ABET II Touch 2.20.6086.26217
Max_Schedule_Time,3600
Schedule_Description,PR PROBE
Schedule_Start_Time,2018-07-27T10:06:26.183

----------
Evnt_Time,Evnt_ID,Evnt_Name,Item_Name,Alias_Name,Group_ID,Num_Args,Arg1_Name,Arg1_Value,Arg2_Name,Arg2_Value,Arg3_Name,Arg3_Value,Arg4_Name,Arg4_Value,Arg5_Name,Arg5_Value
0,28,Input Definition,(SYSTEM),,0,5,Tray #1,0,BIRBeam #1,1,FIRBeam #1,2,RightFIRBeam #1,3,FeederFault #1,4
0,28,Input Definition,(SYSTEM),,0,1,FeederReport #1,5,,,,,,,,
0,27,Output Definition,(SYSTEM),,0,5,HouseLight #1,0,TrayLight #1,1,Feeder #1,2,Sound_On #1,3,White_Noise_Off #1,4
0,27,Output Definition,(SYSTEM),,0,4,Sound #1,5,Sound #2,6,Sound #3,7,Feeder #2,8,,
0,16,Variable Event,_Schedule_Timer,,0,1,Value,0,,,,,,,,
0,16,Variable Event,_Trial_Counter,,0,1,Value,0,,,,,,,,
0,16,Variable Event,_Trial_Timer,,0,1,Value,0,,,,,,,,
0,16,Variable Event,Blank_Touch_Counter,,0,1,Value,0,,,,,,,,
0,16,Variable Event,CENTRE_TOUCHES_DURING_ITI,,0,1,Value,0,,,,,,,,
0,16,Variable Event,Correct_Counter,,0,1,Value,0,,,,,,,,
0,16,Variable Event,Correct_Grid_Position,,0,1,Value,0,,,,,,,,
0,16,Variable Event,Feeder_Pulse_Time,,0,1,Value,800,,,,,,,,
0,16,Variable Event,First_Trial,,0,1,Value,1,,,,,,,,
0,16,Variable Event,GRID_1_BLANK_TOUCH,,0,1,Value,0,,,,,,,,
0,16,Variable Event,GRID_2_BLANK_TOUCH,,0,1,Value,0,,,,,,,,
0,16,Variable Event,GRID_4_BLANK_TOUCH,,0,1,Value,0,,,,,,,,
0,16,Variable Event,GRID_5_BLANK_TOUCH,,0,1,Value,0,,,,,,,,
0,16,Variable Event,Houselight_Normally_On,,0,1,Value,0,,,,,,,,
0,16,Variable Event,ITI,,0,1,Value,0.5,,,,,,,,
0,16,Variable Event,ITI_Timer,,0,1,Value,0,,,,,,,,
0,16,Variable Event,LAST_PR_COMPLETED,,0,1,Value,0,,,,,,,,
0,16,Variable Event,Left_Touches_during_ITI,,0,1,Value,0,,,,,,,,
0,16,Variable Event,MAG_RESPONSE_TIMER,,0,1,Value,0,,,,,,,,
0,16,Variable Event,PR_BLOCKS_COMPLETED,,0,1,Value,0,,,,,,,,
0,16,Variable Event,PROGRESSIVE_RATIO_COUNTER,,0,1,Value,0,,,,,,,,
0,16,Variable Event,REQUIRED_RATIO,,0,1,Value,1,,,,,,,,
0,16,Variable Event,Response_Period,,0,1,Value,300,,,,,,,,
0,16,Variable Event,Response_Timer,,0,1,Value,0,,,,,,,,
0,16,Variable Event,REWARD_NEXT_TRIAL_DELAY,,0,1,Value,4.5,,,,,,,,
0,16,Variable Event,REWARD_NEXT_TRIAL_TIMER,,0,1,Value,0,,,,,,,,
0,16,Variable Event,Reward_Tone_Duration,,0,1,Value,1000,,,,,,,,
